,acd,cch,etf,etf-c,fru,fwe,htc,htc-c,htn,htn-c,ior,ldu,mru,ozd,pco,pma,swe,tre,wtu,ecs,pef,description
280 - Tshirt (160g) - C: ROC - ATR: 100% - 14€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1896,1201,"T-shirt / Polo : 0,160kg, matière : 70% Coton provenance  par défaut (Asie - Pacifique), 2% Lin provenance  par défaut (Europe), 28% Viscose provenance  par défaut (Asie - Pacifique), filature : Région - Amérique du nord, Tricotage Fully fashioned / Seamless : Région - Océanie, ennoblissement : Région - Océanie, impression : non, confection : Région - Océanie (100 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
281 - Tshirt (100g) - C: IN - ATR: 33% - 22€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1055,636,"T-shirt / Polo : 0,100kg, matière : 77% Coton provenance  par défaut (Asie - Pacifique), 12% Polyester provenance  par défaut (Asie - Pacifique), 11% Viscose provenance  par défaut (Asie - Pacifique), filature : Turquie, Tricotage moyen (par défaut) : Inde, ennoblissement : Inde, impression : non, confection : Inde (33 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
282 - Tshirt (100g) - C: RAS - ATR: 33% - 14€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,847,526,"T-shirt / Polo : 0,100kg, matière : 63% Coton provenance  par défaut (Asie - Pacifique), 17% Chanvre provenance  par défaut (Asie - Pacifique), 20% Viscose provenance  par défaut (Asie - Pacifique), filature : Région - Asie, Tricotage Circulaire : Région - Asie, ennoblissement : Région - Asie, impression : non, confection : Région - Asie (33 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
283 - Tshirt (280g) - C: BD - ATR: 33% - 34€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1768,1181,"T-shirt / Polo : 0,280kg, matière : 93% Lin provenance  par défaut (Europe), 6% Chanvre provenance  par défaut (Asie - Pacifique), 1% Viscose provenance  par défaut (Asie - Pacifique), filature : Pakistan, Tricotage moyen (par défaut) : Bangladesh, ennoblissement : Bangladesh, impression : non, confection : Bangladesh (33 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
284 - Tshirt (160g) - C: REE - ATR: 0% - 18€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,827,633,"T-shirt / Polo : 0,160kg, matière : 53% Polyester provenance  par défaut (Asie - Pacifique), 12% Lin provenance  par défaut (Europe), 35% Viscose provenance  par défaut (Asie - Pacifique), filature : Pakistan, Tricotage Rectiligne : Région - Europe de l'Est, ennoblissement : Région - Europe de l'Est, impression : non, confection : Région - Europe de l'Est, distribution : France, utilisation : France, fin de vie : France"
285 - Tshirt (100g) - C: REO - ATR: 0% - 11€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,667,461,"T-shirt / Polo : 0,100kg, matière : 78% Polyester provenance  par défaut (Asie - Pacifique), 14% Chanvre provenance  par défaut (Asie - Pacifique), 8% Viscose provenance  par défaut (Asie - Pacifique), filature : Myanmar, Tricotage Rectiligne : Région - Europe de l'Ouest, ennoblissement : Région - Europe de l'Ouest, impression : non, confection : Région - Europe de l'Ouest, distribution : France, utilisation : France, fin de vie : France"
286 - Tshirt (160g) - C: TN - ATR: 33% - 34€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,793,554,"T-shirt / Polo : 0,160kg, matière : 74% Polyester provenance  par défaut (Asie - Pacifique), 21% Chanvre provenance  par défaut (Asie - Pacifique), 5% Viscose provenance  par défaut (Asie - Pacifique), filature : Région - Europe de l'Est, Tricotage Rectiligne : Tunisie, ennoblissement : Tunisie, impression : non, confection : Tunisie (33 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
287 - Tshirt (220g) - C: RME - ATR: 33% - 13€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1154,869,"T-shirt / Polo : 0,220kg, matière : 55% Lin provenance  par défaut (Europe), 35% Chanvre provenance  par défaut (Asie - Pacifique), 10% Viscose provenance  par défaut (Asie - Pacifique), filature : Région - Asie, Tricotage Rectiligne : Région - Moyen-Orient, ennoblissement : Région - Moyen-Orient, impression : non, confection : Région - Moyen-Orient (33 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
288 - Tshirt (250g) - C: CN - ATR: 0% - 24€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1523,1062,"T-shirt / Polo : 0,250kg, matière : 60% Coton provenance  par défaut (Asie - Pacifique), 4% Polyester provenance  par défaut (Asie - Pacifique), 36% Lin provenance  par défaut (Europe), filature : Inconnu (par défaut), Tricotage Circulaire : Chine, ennoblissement : Chine, impression : non, confection : Chine, distribution : France, utilisation : France, fin de vie : France"
289 - Tshirt (100g) - C: REE - ATR: 100% - 13€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,616,479,"T-shirt / Polo : 0,100kg, matière : 60% Polyester provenance  par défaut (Asie - Pacifique), 35% Lin provenance  par défaut (Europe), 5% Viscose provenance  par défaut (Asie - Pacifique), filature : Cambodge, Tricotage moyen (par défaut) : Région - Europe de l'Est, ennoblissement : Région - Europe de l'Est, impression : non, confection : Région - Europe de l'Est (100 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
290 - Tshirt (160g) - C: KH - ATR: 100% - 17€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1407,935,"T-shirt / Polo : 0,160kg, matière : 95% Coton provenance  par défaut (Asie - Pacifique), 3% Chanvre provenance  par défaut (Asie - Pacifique), 2% Viscose provenance  par défaut (Asie - Pacifique), filature : Région - Amérique Latine, Tissage : Cambodge, ennoblissement : Cambodge, impression : non, confection : Cambodge (100 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
291 - Tshirt (250g) - C: RAF - ATR: 0% - 21€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2391,1341,"T-shirt / Polo : 0,250kg, matière : 98% Coton provenance  par défaut (Asie - Pacifique), 2% Lin provenance  par défaut (Europe), filature : Bangladesh, Tricotage moyen (par défaut) : Région - Afrique, ennoblissement : Région - Afrique, impression : non, confection : Région - Afrique, distribution : France, utilisation : France, fin de vie : France"
292 - Tshirt (160g) - C: REO - ATR: 100% - 21€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1046,752,"T-shirt / Polo : 0,160kg, matière : 68% Coton provenance  par défaut (Asie - Pacifique), 24% Chanvre provenance  par défaut (Asie - Pacifique), 8% Viscose provenance  par défaut (Asie - Pacifique), filature : Région - Océanie, Tissage : Région - Europe de l'Ouest, ennoblissement : Région - Europe de l'Ouest, impression : non, confection : Région - Europe de l'Ouest (100 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
293 - Tshirt (160g) - C: KH - ATR: 100% - 30€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1178,869,"T-shirt / Polo : 0,160kg, matière : 73% Polyester provenance  par défaut (Asie - Pacifique), 2% Chanvre provenance  par défaut (Asie - Pacifique), 25% Viscose provenance  par défaut (Asie - Pacifique), filature : Région - Amérique du nord, Tricotage Intégral / Whole garment : Cambodge, ennoblissement : Cambodge, impression : non, confection : Cambodge (100 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
294 - Tshirt (280g) - C: RNA - ATR: 0% - 35€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1102,772,"T-shirt / Polo : 0,280kg, matière : 83% Polyester provenance  par défaut (Asie - Pacifique), 6% Chanvre provenance  par défaut (Asie - Pacifique), 11% Viscose provenance  par défaut (Asie - Pacifique), filature : Vietnam, Tricotage Fully fashioned / Seamless : Région - Amérique du nord, ennoblissement : Région - Amérique du nord, impression : non, confection : Région - Amérique du nord, distribution : France, utilisation : France, fin de vie : France"
295 - Tshirt (160g) - C: MM - ATR: 100% - 31€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1466,879,"T-shirt / Polo : 0,160kg, matière : 98% Coton provenance  par défaut (Asie - Pacifique), 2% Viscose provenance  par défaut (Asie - Pacifique), filature : Région - Océanie, Tissage : Myanmar, ennoblissement : Myanmar, impression : non, confection : Myanmar (100 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
296 - Tshirt (280g) - C: RAF - ATR: 100% - 28€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1367,990,"T-shirt / Polo : 0,280kg, matière : 97% Polyester provenance  par défaut (Asie - Pacifique), 2% Lin provenance  par défaut (Europe), 1% Viscose provenance  par défaut (Asie - Pacifique), filature : Région - Europe de l'Ouest, Tricotage Intégral / Whole garment : Région - Afrique, ennoblissement : Région - Afrique, impression : non, confection : Région - Afrique (100 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
297 - Tshirt (220g) - C: TN - ATR: 100% - 16€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1505,973,"T-shirt / Polo : 0,220kg, matière : 94% Coton provenance  par défaut (Asie - Pacifique), 6% Viscose provenance  par défaut (Asie - Pacifique), filature : Maroc, Tissage : Tunisie, ennoblissement : Tunisie, impression : non, confection : Tunisie (100 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
298 - Tshirt (190g) - C: RAS - ATR: 100% - 34€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,921,683,"T-shirt / Polo : 0,190kg, matière : 87% Lin provenance  par défaut (Europe), 12% Chanvre provenance  par défaut (Asie - Pacifique), 1% Viscose provenance  par défaut (Asie - Pacifique), filature : Cambodge, Tricotage Fully fashioned / Seamless : Région - Asie, ennoblissement : Région - Asie, impression : non, confection : Région - Asie (100 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
299 - Tshirt (100g) - C: IN - ATR: 100% - 28€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580,422,"T-shirt / Polo : 0,100kg, matière : 52% Polyester provenance  par défaut (Asie - Pacifique), 25% Chanvre provenance  par défaut (Asie - Pacifique), 23% Viscose provenance  par défaut (Asie - Pacifique), filature : Région - Amérique du nord, Tricotage Rectiligne : Inde, ennoblissement : Inde, impression : non, confection : Inde (100 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
300 - Tshirt (280g) - C: FR - ATR: 100% - 11€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2089,1358,"T-shirt / Polo : 0,280kg, matière : 79% Coton provenance  par défaut (Asie - Pacifique), 21% Lin provenance  par défaut (Europe), filature : Tunisie, Tricotage Fully fashioned / Seamless : France, ennoblissement : France, impression : non, confection : France (100 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
301 - Tshirt (250g) - C: --- - ATR: 100% - 23€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3057,1905,"T-shirt / Polo : 0,250kg, matière : 53% Coton provenance  par défaut (Asie - Pacifique), 42% Polyester provenance  par défaut (Asie - Pacifique), 5% Viscose provenance  par défaut (Asie - Pacifique), filature : Région - Océanie, Tricotage Intégral / Whole garment : Inconnu (par défaut), ennoblissement : Inconnu (par défaut), impression : non, confection : Inconnu (par défaut) (100 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
302 - Tshirt (160g) - C: BD - ATR: 33% - 23€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1502,874,"T-shirt / Polo : 0,160kg, matière : 64% Coton provenance  par défaut (Asie - Pacifique), 30% Lin provenance  par défaut (Europe), 6% Viscose provenance  par défaut (Asie - Pacifique), filature : Tunisie, Tricotage Circulaire : Bangladesh, ennoblissement : Bangladesh, impression : non, confection : Bangladesh (33 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
303 - Tshirt (280g) - C: RAS - ATR: 0% - 26€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1431,989,"T-shirt / Polo : 0,280kg, matière : 82% Lin provenance  par défaut (Europe), 15% Chanvre provenance  par défaut (Asie - Pacifique), 3% Viscose provenance  par défaut (Asie - Pacifique), filature : Région - Europe de l'Ouest, Tricotage moyen (par défaut) : Région - Asie, ennoblissement : Région - Asie, impression : non, confection : Région - Asie, distribution : France, utilisation : France, fin de vie : France"
304 - Tshirt (220g) - C: --- - ATR: 0% - 16€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1827,1080,"T-shirt / Polo : 0,220kg, matière : 54% Coton provenance  par défaut (Asie - Pacifique), 42% Chanvre provenance  par défaut (Asie - Pacifique), 4% Viscose provenance  par défaut (Asie - Pacifique), filature : Turquie, Tricotage Rectiligne : Inconnu (par défaut), ennoblissement : Inconnu (par défaut), impression : non, confection : Inconnu (par défaut), distribution : France, utilisation : France, fin de vie : France"
305 - Tshirt (160g) - C: RNA - ATR: 0% - 38€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1356,795,"T-shirt / Polo : 0,160kg, matière : 91% Coton provenance  par défaut (Asie - Pacifique), 1% Lin provenance  par défaut (Europe), 8% Viscose provenance  par défaut (Asie - Pacifique), filature : Bangladesh, Tissage : Région - Amérique du nord, ennoblissement : Région - Amérique du nord, impression : non, confection : Région - Amérique du nord, distribution : France, utilisation : France, fin de vie : France"
306 - Tshirt (220g) - C: MM - ATR: 100% - 27€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1583,1068,"T-shirt / Polo : 0,220kg, matière : 80% Lin provenance  par défaut (Europe), 16% Chanvre provenance  par défaut (Asie - Pacifique), 4% Viscose provenance  par défaut (Asie - Pacifique), filature : Région - Moyen-Orient, Tissage : Myanmar, ennoblissement : Myanmar, impression : non, confection : Myanmar (100 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
307 - Tshirt (190g) - C: KH - ATR: 100% - 16€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2185,1446,"T-shirt / Polo : 0,190kg, matière : 72% Coton provenance  par défaut (Asie - Pacifique), 2% Chanvre provenance  par défaut (Asie - Pacifique), 26% Viscose provenance  par défaut (Asie - Pacifique), filature : Myanmar, Tissage : Cambodge, ennoblissement : Cambodge, impression : non, confection : Cambodge (100 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
308 - Tshirt (280g) - C: BD - ATR: 100% - 17€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2959,1759,"T-shirt / Polo : 0,280kg, matière : 64% Coton provenance  par défaut (Asie - Pacifique), 13% Polyester provenance  par défaut (Asie - Pacifique), 23% Lin provenance  par défaut (Europe), filature : Région - Asie, Tissage : Bangladesh, ennoblissement : Bangladesh, impression : non, confection : Bangladesh (100 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
309 - Tshirt (130g) - C: RLA - ATR: 33% - 34€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,654,478,"T-shirt / Polo : 0,130kg, matière : 91% Polyester provenance  par défaut (Asie - Pacifique), 6% Chanvre provenance  par défaut (Asie - Pacifique), 3% Viscose provenance  par défaut (Asie - Pacifique), filature : Bangladesh, Tricotage Intégral / Whole garment : Région - Amérique Latine, ennoblissement : Région - Amérique Latine, impression : non, confection : Région - Amérique Latine (33 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
310 - Tshirt (250g) - C: BD - ATR: 0% - 29€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1179,834,"T-shirt / Polo : 0,250kg, matière : 68% Lin provenance  par défaut (Europe), 2% Chanvre provenance  par défaut (Asie - Pacifique), 30% Viscose provenance  par défaut (Asie - Pacifique), filature : Région - Asie, Tricotage Rectiligne : Bangladesh, ennoblissement : Bangladesh, impression : non, confection : Bangladesh, distribution : France, utilisation : France, fin de vie : France"
311 - Tshirt (190g) - C: REO - ATR: 100% - 28€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,972,693,"T-shirt / Polo : 0,190kg, matière : 53% Coton provenance  par défaut (Asie - Pacifique), 16% Polyester provenance  par défaut (Asie - Pacifique), 31% Viscose provenance  par défaut (Asie - Pacifique), filature : Bangladesh, Tricotage Intégral / Whole garment : Région - Europe de l'Ouest, ennoblissement : Région - Europe de l'Ouest, impression : non, confection : Région - Europe de l'Ouest (100 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
312 - Tshirt (160g) - C: TR - ATR: 0% - 27€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142,724,"T-shirt / Polo : 0,160kg, matière : 91% Coton provenance  par défaut (Asie - Pacifique), 6% Polyester provenance  par défaut (Asie - Pacifique), 3% Lin provenance  par défaut (Europe), filature : Région - Amérique Latine, Tricotage Fully fashioned / Seamless : Turquie, ennoblissement : Turquie, impression : non, confection : Turquie, distribution : France, utilisation : France, fin de vie : France"
313 - Tshirt (280g) - C: RLA - ATR: 0% - 11€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1817,1220,"T-shirt / Polo : 0,280kg, matière : 97% Polyester provenance  par défaut (Asie - Pacifique), 2% Lin provenance  par défaut (Europe), 1% Viscose provenance  par défaut (Asie - Pacifique), filature : Région - Asie, Tricotage Intégral / Whole garment : Région - Amérique Latine, ennoblissement : Région - Amérique Latine, impression : non, confection : Région - Amérique Latine, distribution : France, utilisation : France, fin de vie : France"
314 - Tshirt (280g) - C: MM - ATR: 0% - 40€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1562,1033,"T-shirt / Polo : 0,280kg, matière : 66% Polyester provenance  par défaut (Asie - Pacifique), 3% Chanvre provenance  par défaut (Asie - Pacifique), 31% Viscose provenance  par défaut (Asie - Pacifique), filature : Inconnu (par défaut), Tissage : Myanmar, ennoblissement : Myanmar, impression : non, confection : Myanmar, distribution : France, utilisation : France, fin de vie : France"
315 - Tshirt (250g) - C: CN - ATR: 100% - 24€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1923,1356,"T-shirt / Polo : 0,250kg, matière : 70% Coton provenance  par défaut (Asie - Pacifique), 22% Lin provenance  par défaut (Europe), 8% Viscose provenance  par défaut (Asie - Pacifique), filature : Inconnu (par défaut), Tricotage Intégral / Whole garment : Chine, ennoblissement : Chine, impression : non, confection : Chine (100 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
316 - Tshirt (190g) - C: RAS - ATR: 100% - 28€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1488,939,"T-shirt / Polo : 0,190kg, matière : 55% Coton provenance  par défaut (Asie - Pacifique), 36% Polyester provenance  par défaut (Asie - Pacifique), 9% Viscose provenance  par défaut (Asie - Pacifique), filature : Maroc, Tricotage moyen (par défaut) : Région - Asie, ennoblissement : Région - Asie, impression : non, confection : Région - Asie (100 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
317 - Tshirt (130g) - C: RAS - ATR: 0% - 20€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1569,922,"T-shirt / Polo : 0,130kg, matière : 75% Coton provenance  par défaut (Asie - Pacifique), 5% Polyester provenance  par défaut (Asie - Pacifique), 20% Lin provenance  par défaut (Europe), filature : Cambodge, Tricotage Intégral / Whole garment : Région - Asie, ennoblissement : Région - Asie, impression : non, confection : Région - Asie, distribution : France, utilisation : France, fin de vie : France"
318 - Tshirt (280g) - C: VN - ATR: 33% - 18€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1932,1304,"T-shirt / Polo : 0,280kg, matière : 69% Polyester provenance  par défaut (Asie - Pacifique), 18% Chanvre provenance  par défaut (Asie - Pacifique), 13% Viscose provenance  par défaut (Asie - Pacifique), filature : Vietnam, Tricotage Intégral / Whole garment : Vietnam, ennoblissement : Vietnam, impression : non, confection : Vietnam (33 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
319 - Tshirt (190g) - C: REE - ATR: 33% - 12€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1645,1101,"T-shirt / Polo : 0,190kg, matière : 74% Coton provenance  par défaut (Asie - Pacifique), 13% Polyester provenance  par défaut (Asie - Pacifique), 13% Viscose provenance  par défaut (Asie - Pacifique), filature : Turquie, Tissage : Région - Europe de l'Est, ennoblissement : Région - Europe de l'Est, impression : non, confection : Région - Europe de l'Est (33 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
320 - Tshirt (100g) - C: ROC - ATR: 33% - 24€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960,599,"T-shirt / Polo : 0,100kg, matière : 71% Coton provenance  par défaut (Asie - Pacifique), 16% Chanvre provenance  par défaut (Asie - Pacifique), 13% Viscose provenance  par défaut (Asie - Pacifique), filature : Vietnam, Tricotage moyen (par défaut) : Région - Océanie, ennoblissement : Région - Océanie, impression : non, confection : Région - Océanie (33 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
321 - Tshirt (160g) - C: TN - ATR: 33% - 27€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1233,763,"T-shirt / Polo : 0,160kg, matière : 87% Coton provenance  par défaut (Asie - Pacifique), 5% Polyester provenance  par défaut (Asie - Pacifique), 8% Viscose provenance  par défaut (Asie - Pacifique), filature : Vietnam, Tricotage Fully fashioned / Seamless : Tunisie, ennoblissement : Tunisie, impression : non, confection : Tunisie (33 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
322 - Tshirt (250g) - C: MM - ATR: 100% - 12€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1741,1150,"T-shirt / Polo : 0,250kg, matière : 99% Polyester provenance  par défaut (Asie - Pacifique), 1% Viscose provenance  par défaut (Asie - Pacifique), filature : Région - Afrique, Tricotage Circulaire : Myanmar, ennoblissement : Myanmar, impression : non, confection : Myanmar (100 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
323 - Tshirt (250g) - C: RLA - ATR: 33% - 20€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2525,1539,"T-shirt / Polo : 0,250kg, matière : 99% Coton provenance  par défaut (Asie - Pacifique), 1% Viscose provenance  par défaut (Asie - Pacifique), filature : Région - Océanie, Tricotage Intégral / Whole garment : Région - Amérique Latine, ennoblissement : Région - Amérique Latine, impression : non, confection : Région - Amérique Latine (33 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
324 - Tshirt (190g) - C: MM - ATR: 33% - 24€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1149,729,"T-shirt / Polo : 0,190kg, matière : 51% Coton provenance  par défaut (Asie - Pacifique), 7% Polyester provenance  par défaut (Asie - Pacifique), 42% Lin provenance  par défaut (Europe), filature : Région - Europe de l'Ouest, Tissage : Myanmar, ennoblissement : Myanmar, impression : non, confection : Myanmar (33 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
325 - Tshirt (160g) - C: MM - ATR: 33% - 18€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1466,861,"T-shirt / Polo : 0,160kg, matière : 56% Coton provenance  par défaut (Asie - Pacifique), 9% Polyester provenance  par défaut (Asie - Pacifique), 35% Lin provenance  par défaut (Europe), filature : Région - Amérique du nord, Tricotage Intégral / Whole garment : Myanmar, ennoblissement : Myanmar, impression : non, confection : Myanmar (33 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
326 - Tshirt (160g) - C: RNA - ATR: 33% - 17€.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,972,665,"T-shirt / Polo : 0,160kg, matière : 95% Lin provenance  par défaut (Europe), 1% Chanvre provenance  par défaut (Asie - Pacifique), 4% Viscose provenance  par défaut (Asie - Pacifique), filature : Cambodge, Tricotage Fully fashioned / Seamless : Région - Amérique du nord, ennoblissement : Région - Amérique du nord, impression : non, confection : Région - Amérique du nord (33 de transport aérien), distribution : France, utilisation : France, fin de vie : France"
